,osmid,type,object,name,lat,lon,geometry,city,historic,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,ref:temples.ru,contact:email,website,description,contact:vk,service_times,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
671,15764149,place_of_worship,amenity,Малый собор Донской иконы Божией Матери,55.713966726568636,37.602482982835745,"POLYGON ((37.602186 55.7139206, 37.6021754 55.713937, 37.6022008 55.713942, 37.6022409 55.71395, 37.6022688 55.7139554, 37.6022347 55.7140057, 37.602604 55.7140865, 37.6026597 55.7140818, 37.6026842 55.7140676, 37.602689 55.7140473, 37.6027304 55.7140197, 37.6027291 55.7139776, 37.6027515 55.7139623, 37.6027488 55.7139404, 37.6027026 55.7139194, 37.6023489 55.7138437, 37.6023055 55.7139025, 37.60227 55.7138954, 37.6022404 55.7138894, 37.6022098 55.7138833, 37.6021996 55.7138992, 37.602186 55.7139206))",Москва,,,,,,,,,,,,,,,,,,,,,
672,252934686,memorial,historic,Кириллу и Мефодию,55.7546114,37.6339331,POINT (37.6339331 55.7546114),Москва,memorial,,,1992-05-24,,,,,ru:Памятник Кириллу и Мефодию (Москва),,,,,,,,,,,,
673,253043145,memorial,historic,Н. В. Гоголю,55.7506766,37.6004883,POINT (37.6004883 55.7506766),Москва,memorial,,,,,,,,,,,,,,,,,,,,
674,253068132,memorial,historic,"Ополченцам Пролетарского района, погибшим в Великой Отечественной войне",55.7075225,37.6586537,POINT (37.6586537 55.7075225),Москва,memorial,,,,,,,,,,,,,,,,,,,,
675,253124200,memorial,historic,Юрию Долгорукому,55.7618096,37.6101609,POINT (37.6101609 55.7618096),Москва,memorial,,,,,,,,ru:Памятник Юрию Долгорукому,,,,,,,,,,,,
676,253221694,memorial,historic,П. И. Багратиону,55.7452608,37.5476208,POINT (37.5476208 55.7452608),Москва,memorial,,,1999-09-05,,,,,ru:Памятник Багратиону (Москва),,,,,,,,,,,,
677,257089557,memorial,historic,В. И. Ленину,55.7294142,37.6132621,POINT (37.6132621 55.7294142),Москва,memorial,,,1985,,,,,ru:Памятник Ленину на Калужской площади,,,,,,,,,,,,
678,302500295,memorial,historic,Эрнсту Тельману,55.8015022,37.5315135,POINT (37.5315135 55.8015022),Москва,memorial,,,,,,,,,,,,,,,,,,,,
679,309329363,memorial,historic,С.Н. Фёдорову,55.8664319,37.5489044,POINT (37.5489044 55.8664319),Москва,memorial,,,,,,,,,,,,,,,,,,,,
680,315098634,memorial,historic,А. А. Андреев,55.7246885,37.554625,POINT (37.554625 55.7246885),Москва,memorial,,,,,,,,,,,,,,,,,,,,
681,315098673,memorial,historic,Ю. Н. Рерих,55.7255344,37.5545564,POINT (37.5545564 55.7255344),Москва,memorial,,,,,,,,,,,,,,,,,,,,
682,315098818,memorial,historic,Р. М. Глиэр,55.7254909,37.55405,POINT (37.55405 55.7254909),Москва,memorial,,,,,,,,,,,,,,,,,,,,
683,317636006,memorial,historic,Фомичёва К. Я.,55.8588452,37.4488428,POINT (37.4488428 55.8588452),Москва,memorial,,,,,,,,,,,,,,,,,,,,
684,335853995,memorial,historic,Б. В. Иогансону,55.7218955,37.5851685,POINT (37.5851685 55.7218955),Москва,memorial,,,,,,,,"ru:Иогансон, Борис Владимирович",,,,,,,,,,,,
685,353047567,memorial,historic,О. Н. Ефремову,55.7593714,37.6111279,POINT (37.6111279 55.7593714),Москва,memorial,,,,,,,,,,,,,,,,,,,,
686,364081958,memorial,historic,Н.Э. Бауману,55.7660979,37.6839802,POINT (37.6839802 55.7660979),Москва,memorial,,,,,,,,,,,,,,,,,,,,
687,365393846,memorial,historic,Св. князю Даниилу,55.7128651,37.6230803,POINT (37.6230803 55.7128651),Москва,memorial,,,1997,,,,,ru:Памятник князю Даниилу Московскому,,,,,,,,,,,,
688,380403043,memorial,historic,М.И. Калинину,55.7528952,37.7175152,POINT (37.7175152 55.7528952),Москва,memorial,,,,,,,,,,,,,,,,,,,,
689,416562785,memorial,historic,В. Г. Шухову,55.7661206,37.635674,POINT (37.635674 55.7661206),Москва,memorial,,,,,,,,,,,,,,,,,,,,
690,416562786,memorial,historic,А. С. Грибоедову,55.7644614,37.639259,POINT (37.639259 55.7644614),Москва,memorial,,,1959,,,,,ru:Памятник Грибоедову (Москва),,,,,,,,,,,,
691,416562788,memorial,historic,Н. К. Крупской,55.7666224,37.6322918,POINT (37.6322918 55.7666224),Москва,memorial,,,,,,,,ru:Памятник Надежде Крупской,,,,,,,,,,,,
692,416562789,memorial,historic,В. С. Высоцкому,55.7681702,37.6129196,POINT (37.6129196 55.7681702),Москва,memorial,,,,,,,,ru:Памятник Высоцкому (Москва),,,,,,,,,,,,
693,416562790,memorial,historic,А. С. Пушкину,55.7653354,37.6054856,POINT (37.6054856 55.7653354),Москва,memorial,,,,,,,,"ru:Памятник А. С. Пушкину (Москва, Пушкинская площадь)",,,,,,,,,,,,
694,416562791,memorial,historic,К. А. Тимирязеву,55.7579029,37.5985884,POINT (37.5985884 55.7579029),Москва,memorial,,,,,,,,"ru:Памятник Клименту Тимирязеву (Москва, Тверской бульвар)",,,,,,,,,,,,
695,416562794,memorial,historic,Александру II,55.7457521,37.6068567,POINT (37.6068567 55.7457521),Москва,memorial,,,,,,,,ru:Памятник Александру II (Москва),,,,,,,,,,,,
696,417283706,memorial,historic,Хо Ши Мину,55.6879611,37.5748468,POINT (37.5748468 55.6879611),Москва,memorial,,,,,,,,,,,,,,,,,,,,
697,428606929,memorial,historic,Мальчиш-Кибальчиш,55.7057532,37.5550949,POINT (37.5550949 55.7057532),Москва,memorial,,,,,,,,,,,,,,,,,,,,
698,430405323,memorial,historic,Погибшим воинам села Троице-лыково,55.789432,37.4038506,POINT (37.4038506 55.789432),Москва,memorial,,,,,,,,,,,,,,,,,,,,
699,438004955,memorial,historic,М. В. Ломоносову,55.701189,37.527634,POINT (37.527634 55.701189),Москва,memorial,,,,,,,,,,,,,,,,,,,,
700,438033166,memorial,historic,Вечный огонь,55.6982743,37.5389603,POINT (37.5389603 55.6982743),Москва,memorial,,,,,,,,,,,,,,,,,,,,
701,442603544,memorial,historic,Дом Культуры Железнодорожников,55.7756784,37.658178,POINT (37.658178 55.7756784),Москва,memorial,,,,,,,,"ru:Щусев, Алексей Викторович",,,,,,,,,,,,
702,453233908,memorial,historic,Рабочий,55.7328581,37.6677446,POINT (37.6677446 55.7328581),Москва,memorial,,,,,,,,,,,,,,,,,,,,
703,473831901,memorial,historic,В. И. Ленину,55.7768305,37.6584163,POINT (37.6584163 55.7768305),Москва,memorial,,,,,,,,,,,,,,,,,,,,
704,475253856,memorial,historic,А. С. Пушкину,55.7121225,37.7296669,POINT (37.7296669 55.7121225),Москва,memorial,,,,,,,,,,,,,,,,,,,,
705,477227767,memorial,historic,Скульптурная композиция «Победители»,55.7371624,37.827748,POINT (37.827748 55.7371624),Москва,memorial,,,,,,,,,,,,,,,,,,,,
706,489814793,memorial,historic,Н. Г. Чернышевскому,55.7590669,37.6471508,POINT (37.6471508 55.7590669),Москва,memorial,,,1988-06-24,,,,,ru:Памятник Чернышевскому (Москва),,,,,,,,,,,,
707,513275295,memorial,historic,Участникам Великой Отечественной войны от благодарных потомков,55.6088201,37.7196963,POINT (37.7196963 55.6088201),Москва,memorial,,,,,,,,,,,,,,,,,,,,
708,541399646,memorial,historic,В. И. Ленину,55.6539358,37.701212,POINT (37.701212 55.6539358),Москва,memorial,,,,,,,,,,,,,,,,,,,,
709,555943221,memorial,historic,М. А. Шолохову,55.7074525,37.7462051,POINT (37.7462051 55.7074525),Москва,memorial,,,,,,,,,,,,,,,,,,,,
710,561205487,memorial,historic,летчику М.С.Бабушкину,55.861039,37.6743721,POINT (37.6743721 55.861039),Москва,memorial,,,,,,,,,,,,,,,,,,,,
711,561205490,memorial,historic,Лётчица Е.М.Руднева,55.8668427,37.6755693,POINT (37.6755693 55.8668427),Москва,memorial,,,,,,,,"ru:Руднева, Евгения Максимовна",,,,,,,,,,,,
712,561205492,memorial,historic,Лётчик М.С.Бабушкин,55.8673991,37.6828498,POINT (37.6828498 55.8673991),Москва,memorial,,,,,,,,,,,,,,,,,,,,
713,564686035,memorial,historic,В. И. Ленину,55.7504414,37.4958394,POINT (37.4958394 55.7504414),Москва,memorial,,,,,,,,,,,,,,,,,,,,
714,566683529,memorial,historic,В. В. Маяковскому,55.769621,37.5956487,POINT (37.5956487 55.769621),Москва,memorial,,,1958-07-28,,,,,ru:Памятник Маяковскому (Москва),,,,,,,,,,,,
715,567758754,memorial,historic,В. И. Ленину,55.8634874,37.6824296,POINT (37.6824296 55.8634874),Москва,memorial,,,,,,,,,,,,,,,,,,,,
716,575968857,memorial,historic,А. Н. Несмеянову,55.7001216,37.5756138,POINT (37.5756138 55.7001216),Москва,memorial,,,,,,,,,,,,,,,,,,,,
717,575983600,memorial,historic,С. И. Вавилову,55.6984376,37.5651151,POINT (37.5651151 55.6984376),Москва,memorial,,,,,,,,,,,,,,,,,,,,
718,581068164,memorial,historic,Н. Гастелло,55.7874959,37.6793857,POINT (37.6793857 55.7874959),Москва,memorial,,,,,,,,ru:Памятник Гастелло (Москва),,,,,,,,,,,,
719,583068204,memorial,historic,В. И. Ленину,55.8280608,37.6347098,POINT (37.6347098 55.8280608),Москва,memorial,,,,,,,,,,,,,,,,,,,,
720,585030718,memorial,historic,Евгению Михайлову,55.7294624,37.7618916,POINT (37.7618916 55.7294624),Москва,memorial,,,,,,,,,,,,,,,,,,,,
721,588755754,memorial,historic,И. Полбин,55.6826525,37.7300811,POINT (37.7300811 55.6826525),Москва,memorial,,,,,,,,,,,,,,,,,,,,
722,604939321,memorial,historic,Малый Власьевский переулок,55.747257,37.5928611,POINT (37.5928611 55.747257),Москва,memorial,,,,,,,,,,,,,,,,,,,,
723,609632272,memorial,historic,Д. И. Менделееву,55.7018143,37.5258901,POINT (37.5258901 55.7018143),Москва,memorial,,,,,,,,,,,,,,,,,,,,
724,609632279,memorial,historic,А. М. Бутлерову,55.7021809,37.5265411,POINT (37.5265411 55.7021809),Москва,memorial,,,,,,,,,,,,,,,,,,,,
725,609800215,memorial,historic,Героям-панфиловцам,55.8584839,37.4297385,POINT (37.4297385 55.8584839),Москва,memorial,,,,,,,,,,,,,,,,,,,,
726,610853512,memorial,historic,Г. Х. Андерсену,55.6473479,37.7642743,POINT (37.7642743 55.6473479),Москва,memorial,,,,,,,,,,,,,,,,,,,,
727,610854445,memorial,historic,Памятник студенческим приметам,55.6457702,37.7611549,POINT (37.7611549 55.6457702),Москва,memorial,,,,,,,,,,,,,,,,,,,,
728,618281739,memorial,historic,САУ СУ-100,55.8039349,37.4191965,POINT (37.4191965 55.8039349),Москва,memorial,,,,,,,,,,,,,,,,,,,,
729,618310897,memorial,historic,Сапёрам,55.7933866,37.7953612,POINT (37.7953612 55.7933866),Москва,memorial,Первомайская улица,,,,,,,,,,,,,,,,,,,
730,618435710,memorial,historic,геологам,55.6491442,37.5125219,POINT (37.5125219 55.6491442),Москва,memorial,,,,,,,,,,,,,,,,,,,,
731,618435712,memorial,historic,Оранжевый и желтый батискафы,55.6492002,37.5122404,POINT (37.5122404 55.6492002),Москва,memorial,,,,,,,,,,,,,,,,,,,,
732,620370356,memorial,historic,Ямщику,55.7654926,37.8144956,POINT (37.8144956 55.7654926),Москва,memorial,,,2009,,,,,,,,,,памятник ямщику,,,,,,,
733,621054401,memorial,historic,В. И. Ленину,55.7658397,37.8008118,POINT (37.8008118 55.7658397),Москва,memorial,,,,,,,,,,,,,,,,,,,,
734,621054462,memorial,historic,армейским дрессировщикам и собакам,55.765562,37.8214526,POINT (37.8214526 55.765562),Москва,memorial,,,,,,,,,,,,,памятник сотрудникам и собакам Центральной военно-технической школы дрессировщиков Красной Армии,,,,,,,
735,624143301,memorial,historic,Танк Т-34,55.8292981,37.4519296,POINT (37.4519296 55.8292981),Москва,memorial,,,,,,,,,,,,,,,,,,,,
736,631462873,memorial,historic,М. В. Келдышу,55.8221472,37.6389468,POINT (37.6389468 55.8221472),Москва,memorial,,,,,,,,,,,,,,,,,,,,
737,631462874,memorial,historic,В. П. Глушко,55.8220558,37.6389447,POINT (37.6389447 55.8220558),Москва,memorial,,,,,,,,,,,,,,,,,,,,
738,631462875,memorial,historic,К. Э. Циолковскому,55.8222541,37.6396213,POINT (37.6396213 55.8222541),Москва,memorial,,,,,,,,,,,,,,,,,,,,
739,631462876,memorial,historic,В. М. Комарову,55.8218648,37.6401642,POINT (37.6401642 55.8218648),Москва,memorial,,,,,,,,,,,,,,,,,,,,
740,631462877,memorial,historic,А. А. Леонову,55.8219234,37.640185,POINT (37.640185 55.8219234),Москва,memorial,,,,,,,,,,,,,,,,,,,,
741,631462878,memorial,historic,П. И. Беляеву,55.8219821,37.6402058,POINT (37.6402058 55.8219821),Москва,memorial,,,,,,,,,,,,,,,,,,,,
742,631462879,memorial,historic,Ю. А. Гагарину,55.8220994,37.6402474,POINT (37.6402474 55.8220994),Москва,memorial,,,,,,,,,,,,,,,,,,,,
743,631462880,memorial,historic,В. В. Терешковой,55.8220408,37.6402266,POINT (37.6402266 55.8220408),Москва,memorial,,,,,,,,,,,,,,,,,,,,
744,640142003,memorial,historic,Е. Е. Лансере,55.7653883,37.6324967,POINT (37.6324967 55.7653883),Москва,memorial,,,1971,,,,,,,,,,,,,,,,,
745,645101638,memorial,historic,А. Н. Крылову,55.8519575,37.4668441,POINT (37.4668441 55.8519575),Москва,memorial,,,,,,,,"ru:Крылов, Алексей Николаевич",,,,,,,,,,,,
746,660203683,memorial,historic,Г. К. Жукову,55.7558556,37.6168327,POINT (37.6168327 55.7558556),Москва,memorial,,,1995,,,,,ru:Памятник маршалу Жукову (Москва),,,,,,,,,,,,
747,662651166,memorial,historic,Неизвестному солдату,55.6495918,37.3900203,POINT (37.3900203 55.6495918),Москва,memorial,,,,,,,,,,,,,,,,,,,,
748,679623598,memorial,historic,Москвичам-ополченцам,55.7333105,37.6362984,POINT (37.6362984 55.7333105),Москва,memorial,,,2001,,,,,,,,,,,,,,,,,
749,696839585,memorial,historic,Павшим в Великой Отечественной войне,55.5713036,37.5798004,POINT (37.5798004 55.5713036),Москва,memorial,,,,,,,,,,,,,,,,,,,,
750,696862543,memorial,historic,"Жителям деревни Битца, погибшим в Великой Отечественной войне",55.5786588,37.5638244,POINT (37.5638244 55.5786588),Москва,memorial,,,,,,,,,,,,,,,,,,,,
751,696863031,memorial,historic,"Братская могила русских воинов, погибших в 1812 г.",55.5785112,37.5640041,POINT (37.5640041 55.5785112),Москва,memorial,,,,,,,,,,,,,,,,,,,,
752,704374474,memorial,historic,Алие Молдагуловой,55.7210265,37.8301846,POINT (37.8301846 55.7210265),Москва,memorial,,,,,,,,,,,,,,,,,,,,
753,708696038,memorial,historic,П. И. Чайковскому,55.75657,37.6044424,POINT (37.6044424 55.75657),Москва,memorial,,,1954,,,,,,,,,,,,,,,,,
754,710059408,memorial,historic,Н. В. Гоголю,55.7539357,37.5997708,POINT (37.5997708 55.7539357),Москва,memorial,,,,,,,,,,,,,Гоголь Н. В. Скульптор Андреев Н. А.,,,,,,,
755,722150246,memorial,historic,Cоловецким юнгам,55.8032687,37.8300931,POINT (37.8300931 55.8032687),Москва,memorial,,,,,,,,,,,,,,,,,,,,
756,768571709,memorial,historic,Памятник рабочим Кусковского химзавода,55.7434193,37.7979457,POINT (37.7979457 55.7434193),Москва,memorial,,,,,,,,,,,,,,,,,,,,
757,781076331,memorial,historic,пограничникам Отечества,55.7490395,37.6426122,POINT (37.6426122 55.7490395),Москва,memorial,,,,,,,,,,,,,,,,,,,,
758,784052411,memorial,historic,Карлу Марксу,55.7583717,37.6195803,POINT (37.6195803 55.7583717),Москва,memorial,,,,,,,,ru:Памятник Карлу Марксу (Москва),,,,,,,,,,,,
759,784234044,memorial,historic,Алишеру Навои,55.7290576,37.6247806,POINT (37.6247806 55.7290576),Москва,memorial,,,,,,,,,,,,,,,,,,,,
760,794608985,memorial,historic,"Преподавателям и студентам МАДИ, погибшим в Великую Отечественную войну",55.8020116,37.5289832,POINT (37.5289832 55.8020116),Москва,memorial,,,,,,,,,,,,,,,,,,,,
761,798474390,memorial,historic,В. И. Ленину,55.7744744,37.7489438,POINT (37.7489438 55.7744744),Москва,memorial,,,,,,,,,,,,,,,,,,,,
762,806272406,memorial,historic,Графу Ивану Шувалову,55.699149,37.5240261,POINT (37.5240261 55.699149),Москва,memorial,,,,,,,,,,,,,,,,,,,,
763,806272408,memorial,historic,Стройотрядам МГУ,55.6989694,37.5277235,POINT (37.5277235 55.6989694),Москва,memorial,,,,,,,,,,,,,,,,,,,,
764,822025715,memorial,historic,Воинам интернационалистам,55.8908934,37.6209128,POINT (37.6209128 55.8908934),Москва,memorial,,,,,,,,,,,,,,,,,,,,
765,829868544,memorial,historic,Бойцам-зенитчикам,55.6082888,37.6967353,POINT (37.6967353 55.6082888),Москва,memorial,,,,,,,,,,,,,,,,,,,,
766,854689788,memorial,historic,Добровольцам 13 и 6 дивизий оборонявших Москву,55.8256339,37.6174327,POINT (37.6174327 55.8256339),Москва,memorial,,,,,,,,,,,,,,,,,,,,
767,890694173,memorial,historic,А. Ф. Кони,55.6956642,37.5334742,POINT (37.5334742 55.6956642),Москва,memorial,,,,,,,,,,,,,,,,,,,,
768,891629586,memorial,historic,место первого захоронения Н.В.Гоголя,55.7103995,37.6305502,POINT (37.6305502 55.7103995),Москва,memorial,,,,,,,,,,,,,,,,,,,,
769,891690463,memorial,historic,"Святому равноапостольному князю Владимиру, Крестителю Руси",55.7109287,37.6287612,POINT (37.6287612 55.7109287),Москва,memorial,,,,,,,,,,,,,,,,,,,,
770,892778077,memorial,historic,П. П. Мельникову,55.7747418,37.6542467,POINT (37.6542467 55.7747418),Москва,memorial,,,,,,,,,,,,,,,,,,,,
771,903351341,memorial,historic,Александр Иванович Герцен,55.7053704,37.5357494,POINT (37.5357494 55.7053704),Москва,memorial,,,,,,,,,,,,,,,,,,,,
772,903351365,memorial,historic,Николай Гаврилович Чернышевский,55.705734,37.5351276,POINT (37.5351276 55.705734),Москва,memorial,,,,,,,,,,,,,,,,,,,,
773,903351372,memorial,historic,Николай Егорович Жуковский,55.7046974,37.5345234,POINT (37.5345234 55.7046974),Москва,memorial,,,,,,,,,,,,,,,,,,,,
774,903351381,memorial,historic,Михаил Васильевич Ломоносов,55.7055406,37.5360595,POINT (37.5360595 55.7055406),Москва,memorial,,,,,,,,,,,,,,,,,,,,
775,903351403,memorial,historic,Василий Васильевич Докучаев,55.7055651,37.5348227,POINT (37.5348227 55.7055651),Москва,memorial,,,,,,,,,,,,,,,,,,,,
776,903351405,memorial,historic,Иван Петрович Павлов,55.7050597,37.5339104,POINT (37.5339104 55.7050597),Москва,memorial,,,,,,,,,,,,,,,,,,,,
777,903351423,memorial,historic,Николай Иванович Лобачевский,55.7059051,37.5354365,POINT (37.5354365 55.7059051),Москва,memorial,,,,,,,,,,,,,,,,,,,,
778,903351434,memorial,historic,Александр Степанович Попов,55.7053994,37.5345236,POINT (37.5345236 55.7053994),Москва,memorial,,,,,,,,,,,,,,,,,,,,
779,903351467,memorial,historic,Дмитрий Иванович Менделеев,55.7050356,37.5351396,POINT (37.5351396 55.7050356),Москва,memorial,,,,,,,,,,,,,,,,,,,,
780,903351470,memorial,historic,Иван Владимирович Мичурин,55.705223,37.5342052,POINT (37.5342052 55.705223),Москва,memorial,,,,,,,,,,,,,,,,,,,,
781,903351499,memorial,historic,Климентий Аркадьевич Тимирязев,55.7048758,37.5348484,POINT (37.5348484 55.7048758),Москва,memorial,,,,,,,,,,,,,,,,,,,,
782,903351506,memorial,historic,Пафнутий Львович Чебышёв,55.7052002,37.5354393,POINT (37.5354393 55.7052002),Москва,memorial,,,,,,,,,,,,,,,,,,,,
783,904208130,memorial,historic,Академику Пилюгину,55.6684983,37.5414739,POINT (37.5414739 55.6684983),Москва,memorial,,,,,,,,,,,,,,,,,,,,
784,904570045,memorial,historic,А. М. Горькому,55.756012,37.5893858,POINT (37.5893858 55.756012),Москва,memorial,,,,,,,,,,,,,,,,,,,,
785,904570104,memorial,historic,П. Д. Кончаловскому,55.7550658,37.5845087,POINT (37.5845087 55.7550658),Москва,memorial,,,,,,,,,,,,,,,,,,,,
786,904586800,memorial,historic,Индире Ганди,55.7060838,37.5122425,POINT (37.5122425 55.7060838),Москва,memorial,,,1987,,,,,,,,,,,,,,,,,
787,904586801,memorial,historic,Махатме Ганди,55.7068372,37.513627,POINT (37.513627 55.7068372),Москва,memorial,,,1988,,,,,,,,,,,,,,,,,
788,913184833,memorial,historic,В. И. Ленину,55.7472975,37.6818976,POINT (37.6818976 55.7472975),Москва,memorial,,,,,,,,,,,,,,,,,,,,
789,916076641,memorial,historic,А. С. Пушкину,55.7554427,37.6127873,POINT (37.6127873 55.7554427),Москва,memorial,,,,,,,,,,,,,,,,,,,,
790,916076660,memorial,historic,М. В. Ломоносову,55.7541957,37.6113254,POINT (37.6113254 55.7541957),Москва,memorial,,,,,,,,"ru:Памятник Ломоносову (Москва, Моховая улица)",,,,,,,,,,,,
791,916076746,memorial,historic,Фридриху Энгельсу,55.7441841,37.6011799,POINT (37.6011799 55.7441841),Москва,memorial,,,,,,,,ru:Памятник Фридриху Энгельсу (Москва),,,,,,,,,,,,
792,916076772,memorial,historic,П. Н. Лебедеву,55.755474,37.6128224,POINT (37.6128224 55.755474),Москва,memorial,,,,,,,,,,,,,,,,,,,,
793,916076773,memorial,historic,М. И. Калинину,55.7526887,37.6109068,POINT (37.6109068 55.7526887),Москва,memorial,,,,,,,,,,,,,В этом доме находилась приемная М. И. Калинина 1919—1946,,,,,,,
794,916076811,memorial,historic,М. А. Максимовичу,55.7541494,37.6107815,POINT (37.6107815 55.7541494),Москва,memorial,,,,,,,,,,,,,,,,,,,,
795,916076835,memorial,historic,Ивану Фёдорову,55.7589978,37.6235051,POINT (37.6235051 55.7589978),Москва,memorial,,,,,,,,ru:Памятник первопечатнику Ивану Фёдорову (Москва),,,,,,,,,,,,
796,916076897,memorial,historic,В. И. Вернадскому,55.7547875,37.6120769,POINT (37.6120769 55.7547875),Москва,memorial,,,,,,,,,,,,,,,,,,,,
797,922987029,memorial,historic,Жертвам теракта в Беслане,55.753054,37.6394244,POINT (37.6394244 55.753054),Москва,memorial,,,,,,,,,,,,,,,,,,,,
798,927942952,memorial,historic,Уолту Уитмену,55.6973458,37.5398254,POINT (37.5398254 55.6973458),Москва,memorial,,,,,,,,,,,,,,,,,,,,
799,928997707,memorial,historic,Первым комсомольцам,55.7018257,37.5441662,POINT (37.5441662 55.7018257),Москва,memorial,,,,,,,,,,,,,,,,,,,,
800,930376065,memorial,historic,Космонавту В.М. Комарову,55.7876296,37.6295879,POINT (37.6295879 55.7876296),Москва,memorial,улица Щепкина,,,,,,,,,,,,,,,,,,,
801,936414421,memorial,historic,К. Э. Циолковскому,55.8295335,37.4474676,POINT (37.4474676 55.8295335),Москва,memorial,,,,,,,,,,,,,,,,,,,,
802,937181834,memorial,historic,И. А. Бунину,55.7551332,37.5917538,POINT (37.5917538 55.7551332),Москва,memorial,,,,,,,,,,,,,,,,,,,,
803,954910910,memorial,historic,Воинам 9-го танкового корпуса,55.6892949,37.5372503,POINT (37.5372503 55.6892949),Москва,memorial,,,,,,,,,,,,,Воинам 9-го Бобруйско-Берлинского краснознаменного ордена Суворова 2 степени танкового корпуса 1941-1949,,,,,,,
804,954911887,memorial,historic,Сергей Сергеевич Наровчатов,55.6871337,37.5363052,POINT (37.5363052 55.6871337),Москва,memorial,,,,,,,,,,,,,В этом доме с 1973 года по 1981 год жил и работал видный советский писатель и общественный деятель герой социалистического труда Сергей Сергеевич Наровчатов,,,,,,,
805,960182419,memorial,historic,Г. К. Жукову,55.7759414,37.5023853,POINT (37.5023853 55.7759414),Москва,memorial,,,,,,,,,,,,,,,,,,,,
806,960299784,memorial,historic,Рихарду Зорге,55.7783065,37.5130338,POINT (37.5130338 55.7783065),Москва,memorial,,,,,,,,,,,,,,,,,,,,
807,963554601,memorial,historic,"Студентам и сотрудникам Московской ветеринарной академии, павшим в боях за нашу Родину",55.6984929,37.7949852,POINT (37.7949852 55.6984929),Москва,memorial,,,,,,,,,,,,,,,,,,,,
808,971973481,memorial,historic,А. В. Суворову,55.781599,37.6157065,POINT (37.6157065 55.781599),Москва,memorial,,,,,,,,,,,,,,,,,,,,
809,971973904,memorial,historic,"Памяти экипажа ""Курск""",55.7844225,37.616309,POINT (37.616309 55.7844225),Москва,memorial,,,,,,,,,,,,,"Памяти экипажа атомного подводного крейсера ""Курск"", погибшего при выполнении учебно-боевого задания",,,,,,,
810,971974022,memorial,historic,М. В. Фрунзе,55.7817105,37.6170598,POINT (37.6170598 55.7817105),Москва,memorial,,,,,,,,,,,,,,,,,,,,
811,971974392,memorial,historic,Воинам-десантникам,55.7841306,37.6159409,POINT (37.6159409 55.7841306),Москва,memorial,,,,,,,,,,,,,,,,,,,,
812,986919590,memorial,historic,М. И. Кутузову,55.6975642,37.8058446,POINT (37.8058446 55.6975642),Москва,memorial,,,,,,,,,,,,,,,,,,,,
813,986991636,memorial,historic,Погибшим на стадионах мира,55.71763,37.55352,POINT (37.55352 55.71763),Москва,memorial,,,,,,,,ru:Памятник погибшим 20 октября 1982 года в «Лужниках»,,,,,,,,,,,,
814,986991644,memorial,historic,В. И. Ленину,55.71691,37.55593,POINT (37.55593 55.71691),Москва,memorial,,,,,,,,,,,,,,,,,,,,
815,986991656,memorial,historic,Альпинисты,55.71474,37.55759,POINT (37.55759 55.71474),Москва,memorial,,,,,,,,ru:Памятник альпинистам,,,,,,,,,,,,
816,989307468,memorial,historic,М. С. Смиртюкову,55.7290263,37.5797064,POINT (37.5797064 55.7290263),Москва,memorial,,,,,,,,,,,,,,,,,,,,
817,989307544,memorial,historic,И. М. Сеченову,55.7316727,37.5701037,POINT (37.5701037 55.7316727),Москва,memorial,,,,,,,,,,,,,,,,,,,,
818,989307583,memorial,historic,Н. И. Пирогову,55.732281,37.571699,POINT (37.571699 55.732281),Москва,memorial,,,,,,,,ru:Памятник Пирогову (Москва),,,,,,,,,,,,
819,995935368,memorial,historic,Минину и Пожарскому,55.7528014,37.6226239,POINT (37.6226239 55.7528014),Москва,memorial,,,,,,,,ru:Памятник Минину и Пожарскому,,,,,,,,,,,,
820,998586499,memorial,historic,В память вождей и воинов...,55.7984828,37.5111452,POINT (37.5111452 55.7984828),Москва,memorial,,,,,,,,,,,,,,,,,,,,
821,998586510,memorial,historic,Российским авиаторам,55.800276,37.5105109,POINT (37.5105109 55.800276),Москва,memorial,,,,,,,,,,,,,,,,,,,,
822,998586512,memorial,historic,Сергей Александрович Шлихтер,55.800258,37.512156,POINT (37.512156 55.800258),Москва,memorial,,,,,,,,,,,,,,,,,,,,
823,998586529,memorial,historic,Павшим в Первой мировой войне 1914—1918 годов,55.8014268,37.5117723,POINT (37.5117723 55.8014268),Москва,memorial,,,,,,,,,,,,,,,,,,,,
824,1005281684,memorial,historic,С. Т. Конёнкову,55.8953892,37.6113354,POINT (37.6113354 55.8953892),Москва,memorial,,,,,,,,,,,,,,,,,,,,
825,1019315274,memorial,historic,Шарль де Голль,55.822758,37.6455072,POINT (37.6455072 55.822758),Москва,memorial,,,2005-05-09,,,,,ru:Памятник де Голлю (Москва),,,,,,,,,,,,
826,1024733998,memorial,historic,Александру Пушкину и Наталье Гончаровой,55.7477772,37.5857616,POINT (37.5857616 55.7477772),Москва,memorial,,,,,,,,,,,,,,,,,,,,
827,1027002109,memorial,historic,М. В. Фрунзе,55.7372131,37.5779839,POINT (37.5779839 55.7372131),Москва,memorial,,,,,,,,,,,,,,,,,,,,
