,osmid,type,object,name,lat,lon,geometry,city,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,contact:email,website,description,contact:vk,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
2410,7745024883,cafe,amenity,Cofix,55.7612323,37.5856365,POINT (37.5856365 55.7612323),Москва,,,,Mo-Fr 07:30-22:00; Sa-Su 08:30-22:00,,https://www.cofix.global,,,+7 800 3508418,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
2411,7756869014,cafe,amenity,Terrapieno,55.7372959,37.640056,POINT (37.640056 55.7372959),Москва,,,,Mo-Su 12:00-22:00,,,,,+7 965 3359583,,,,,,https://www.instagram.com/pizzaterrapieno/,,,
2412,7756869016,cafe,amenity,6 a.m.,55.7375066,37.6413341,POINT (37.6413341 55.7375066),Москва,,,,Mo-Fr 08:00-20:00; Sa 10:00-18:00,,,,,,,,,,,https://www.instagram.com/6ambreadkitchen/,,,
2413,7756872933,cafe,amenity,Surf Coffee,55.7448093,37.6368776,POINT (37.6368776 55.7448093),Москва,,,,"Mo-Fr 08:00-21:00; Sa,Su 10:00-21:00",,http://surfcoffee.ru,,,,team@surfcoffee.ru,,,,,,,,
2414,7769129839,cafe,amenity,Чайхана Халяль,55.805373,37.7096554,POINT (37.7096554 55.805373),Москва,,,,,,,,,,,,,,,,,,
2415,7773526885,cafe,amenity,Старлайт,55.7605404,37.6318297,POINT (37.6318297 55.7605404),Москва,,,,24/7,,https://starlite.ru/,,,,,,,,,,,,
2416,7783724820,cafe,amenity,Cofix,55.7690555,37.6792221,POINT (37.6792221 55.7690555),Москва,,,,Mo-Su 10:00-22:00,,https://www.cofix.global,,,+7 800 3508418,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
2417,7787895986,cafe,amenity,Kitchen,55.6759632,37.5369638,POINT (37.5369638 55.6759632),Москва,,,,,,,,,,,,,,,,,,
2418,7794969088,cafe,amenity,Corner Coffee,55.7550376,37.6478436,POINT (37.6478436 55.7550376),Москва,,,,Mo-Fr 08:00-21:00; Sa-Su 09:00-21:00,,,,,,,,,,,,,,
2419,7796462586,cafe,amenity,Бакинский рай,55.7464632,37.3970217,POINT (37.3970217 55.7464632),Москва,,,,,,,,,,,,,,,,,,
2420,7801432939,cafe,amenity,Брусника,55.7482159,37.5664481,POINT (37.5664481 55.7482159),Москва,,,,,,http://brusnikacafe.ru/,,,,,,кулинария-кондитерская,http://vk.com/public57868776,https://www.facebook.com/brusnikacafe,https://www.instagram.com/brusnikacafemsk,,,
2421,7801432940,cafe,amenity,Брусника,55.7387667,37.5763884,POINT (37.5763884 55.7387667),Москва,,,,Mo-Su 08:00-23:00,,http://brusnikacafe.ru/,,,,,,кулинария-кондитерская,http://vk.com/public57868776,https://www.facebook.com/brusnikacafe,https://www.instagram.com/brusnikacafemsk,,,
2422,7801432941,cafe,amenity,Брусника,55.7664412,37.590875,POINT (37.590875 55.7664412),Москва,,,,,,http://brusnikacafe.ru/,,,,,,кулинария-кондитерская,http://vk.com/public57868776,https://www.facebook.com/brusnikacafe,https://www.instagram.com/brusnikacafemsk,,,
2423,7801432942,cafe,amenity,Брусника,55.7025198,37.4911022,POINT (37.4911022 55.7025198),Москва,,,,,,http://brusnikacafe.ru/,,,,,,кулинария-кондитерская,http://vk.com/public57868776,https://www.facebook.com/brusnikacafe,https://www.instagram.com/brusnikacafemsk,,,
2424,7804028885,cafe,amenity,Андиамо,55.6787618,37.5111806,POINT (37.5111806 55.6787618),Москва,,,,"PH,Mo-Su 12:00-24:00",,,,,,,,,,,,,,
2425,7806292229,cafe,amenity,Blau,55.7470136,37.6278718,POINT (37.6278718 55.7470136),Москва,,,,Mo-Su 10:00-23:00,,,,,+7 985 3693980,blaucafe2307@yandex.ru,,,,,https://www.instagram.com/blau.moscow/,,,
2426,7806292246,cafe,amenity,Cream Soda,55.7630625,37.6350376,POINT (37.6350376 55.7630625),Москва,,,,Mo-Fr 08:00-23:00; Sa-Su 09:00-23:00,,,,,,,,,,,https://www.instagram.com/creamsoda.moscow/,,,
2427,7816984491,cafe,amenity,CofeFest,55.7757431,37.6718025,POINT (37.6718025 55.7757431),Москва,,,,Mo-Su 08:00-22:00,,https://cofefest.ru/,,,+7 495 2121059;+7 968 0220208,in@cofefest.ru,,,,,,,,
2428,7816984493,cafe,amenity,Surf Coffee,55.7756362,37.6719448,POINT (37.6719448 55.7756362),Москва,,,,"Mo-Fr 08:00-22:00; Sa,Su 10:00-22:00",,http://surfcoffee.ru,,,,team@surfcoffee.ru,,,,,,,,
2429,7826222675,cafe,amenity,Шафран,55.7617934,37.5927432,POINT (37.5927432 55.7617934),Москва,,,,,,,,,,,,,,,,,,
2430,7829949651,cafe,amenity,Prime,55.7259785,37.5776833,POINT (37.5776833 55.7259785),Москва,,,,08:00-20:00,+7 495 6642363;+7 495 6637233,,,,,,https://www.prime-star.ru,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,911@prime-star.ru
2431,7829967693,cafe,amenity,Prime,55.7357896,37.6410559,POINT (37.6410559 55.7357896),Москва,,,,Mo-Fr 08:00-19:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2432,7829967871,cafe,amenity,Prime,55.7625122,37.6348788,POINT (37.6348788 55.7625122),Москва,,,,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2433,7829977773,cafe,amenity,Prime,55.7282995,37.6199812,POINT (37.6199812 55.7282995),Москва,,,,Mo-Fr 08:00-20:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2434,7829977776,cafe,amenity,Prime,55.7327389,37.6443243,POINT (37.6443243 55.7327389),Москва,,,,Mo-Fr 07:30-20:00,+7 495 6642363,,,,,,https://www.prime-star.ru,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,911@prime-star.ru
2435,7829979782,cafe,amenity,Prime,55.7540057,37.6615797,POINT (37.6615797 55.7540057),Москва,,,,Fr 07:30-18:00;Mo-Th 07:30-19:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2436,7830017832,cafe,amenity,Prime,55.7472845,37.534778,POINT (37.534778 55.7472845),Москва,,,,Mo-Fr 07:00-20:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2437,7830021401,cafe,amenity,Prime,55.7838829,37.5591986,POINT (37.5591986 55.7838829),Москва,Ленинградский проспект,31А с1,,Mo-Fr 08:00-20:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2438,7830023206,cafe,amenity,Prime,55.744209,37.6307969,POINT (37.6307969 55.744209),Москва,,,,Mo-Fr 07:30-20:00,+7 495 6642363,,,,,,https://www.prime-star.ru,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,911@prime-star.ru
2439,7830025966,cafe,amenity,Prime,55.6564353,37.527732,POINT (37.527732 55.6564353),Москва,,,,Mo-Fr 07:45-20:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2440,7830029019,cafe,amenity,Prime,55.6649586,37.4812783,POINT (37.4812783 55.6649586),Москва,,,,Mo-Su 10:00-22:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2441,7830033578,cafe,amenity,Prime,55.7628004,37.565176,POINT (37.565176 55.7628004),Москва,,,,Mo-Fr 08:00-22:00;Sa-Su 09:00-22:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2442,7830036828,cafe,amenity,Prime,55.7425149,37.6472549,POINT (37.6472549 55.7425149),Москва,,,,Fr 08:00-17:00;Mo-Th 08:00-19:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2443,7830061712,cafe,amenity,Stoleshnikov,55.7222409,37.6512475,POINT (37.6512475 55.7222409),Москва,,,,Mo-Fr 08:00-19:00,,https://stoleshnikov.moscow/,,,+7 495 6642363,911@stoleshnikov.moscow,,,,,,,,
2444,7830078835,cafe,amenity,Stoleshnikov,55.8052247,37.5215015,POINT (37.5215015 55.8052247),Москва,,,,Mo-Fr 08:00-19:00,,https://stoleshnikov.moscow/,,,+7 495 6642363,911@stoleshnikov.moscow,,,,,,,,
2445,7832267257,cafe,amenity,Cinnabon,55.7075844,37.4567217,POINT (37.4567217 55.7075844),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 926 4861242,103401@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2446,7832267260,cafe,amenity,Cinnabon,55.6118229,37.6076496,POINT (37.6076496 55.6118229),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 925 2618586,102311@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2447,7832267261,cafe,amenity,Cinnabon,55.7561893,37.6150605,POINT (37.6150605 55.7561893),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 929 9871109,2579@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2448,7832267265,cafe,amenity,Cinnabon,55.7281918,37.4764681,POINT (37.4764681 55.7281918),Москва,,,,"Fr-Sa 10:00-23:00;Mo-Th,Su 10:00-22:00",,https://cinnabonrussia.com/,,,+7 925 3309535;+7 925 6151190,102978@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2449,7832267266,cafe,amenity,Cinnabon,55.7388271,37.4118769,POINT (37.4118769 55.7388271),Москва,,,,Mo-Su 09:00-22:00,,https://cinnabonrussia.com/,,,+7 916 0111393,103077@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2450,7832267270,cafe,amenity,Cinnabon,55.7482386,37.5376814,POINT (37.5376814 55.7482386),Москва,,,,"Fr-Sa 10:00-23:00;Mo-Th,Su 10:00-22:00",,https://cinnabonrussia.com/,,,+7 968 5102291;+7 977 5207296,103030@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2451,7832285749,cafe,amenity,Cinnabon,55.7782143,37.6020867,POINT (37.6020867 55.7782143),Москва,,,,24/7,,https://cinnabonrussia.com/,,,+7 966 0791126,102979@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2452,7832285760,cafe,amenity,Cinnabon,55.695783,37.4984488,POINT (37.4984488 55.695783),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 991 3106859,,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2453,7832285762,cafe,amenity,Cinnabon,55.7067953,37.5932568,POINT (37.5932568 55.7067953),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 929 9931725,102606@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2454,7832285774,cafe,amenity,Cinnabon,55.6923274,37.5285834,POINT (37.5285834 55.6923274),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 925 6151190;+7 926 8588582,103031@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2455,7832285778,cafe,amenity,Cinnabon,55.7579941,37.6249149,POINT (37.6249149 55.7579941),Москва,,,,Mo-Fr 08:00-24:00; Sa-Su 10:00-24:00,,https://cinnabonrussia.com/,,,+7 499 5798159,103094@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2456,7832285779,cafe,amenity,Cinnabon,55.7107077,37.6752895,POINT (37.6752895 55.7107077),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 916 0111393,6844@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2457,7832285783,cafe,amenity,Cinnabon,55.7770919,37.5234577,POINT (37.5234577 55.7770919),Москва,,,,Mo-Su 10:00-22:00,,https://cinnabonrussia.com/,,,+7 925 6151190;+7 925 9253250,103451@cinnabon.me,,,https://vk.com/cinnabon_rus,https://www.facebook.com/cinnabon.russia,https://instagram.com/cinnabon_russia,,,
2458,7832400969,cafe,amenity,Поль,55.8790889,37.547088,POINT (37.547088 55.8790889),Москва,,,,Mo-Sa 12:00-18:00,,,,,+7 967 2535444;+7 968 9877555,polyakov-yura@list.ru,,,,,,,,
2459,7836083003,cafe,amenity,Шоколадный бункер,55.7344062,37.6302391,POINT (37.6302391 55.7344062),Москва,,,,,,,,,,,,,,,,,,
2460,7838264557,cafe,amenity,Degtyarny,55.7680612,37.6018108,POINT (37.6018108 55.7680612),Москва,,,,Mo-Fr 07:30-21:00; Sa-Su 09:30-21:00,,,,,+7 916 9172773,,,,,https://www.facebook.com/degtyarny,https://www.instagram.com/degtyarny/,,,
2461,7849237287,cafe,amenity,Алиса,55.827177,37.6606393,POINT (37.6606393 55.827177),Москва,,,,,,,,,,,,,,,,,,
2462,7850836238,cafe,amenity,Столовая,55.6585478,37.8105355,POINT (37.8105355 55.6585478),Москва,,,,,,,,,,,,,,,,,,
2463,7850854486,cafe,amenity,Зебо,55.6593405,37.8106323,POINT (37.8106323 55.6593405),Москва,,,,,,,,,,,,,,,,,,
2464,7850856623,cafe,amenity,"Чайхана ""Восток""",55.6578064,37.7993936,POINT (37.7993936 55.6578064),Москва,,,,,,,,,,,,,,,,,,
2465,7854514586,cafe,amenity,Pizza Land,55.7891851,37.5830628,POINT (37.5830628 55.7891851),Москва,,,,,,,,,,,,,,,,,,
2466,7855020491,cafe,amenity,Милано,55.7859619,37.6647008,POINT (37.6647008 55.7859619),Москва,,,,Mo-Su 10:00-22:00,,https://milanofood.ru,,,+7 800 3503355,info@milanofood.ru,,,,,,,,
2467,7855020499,cafe,amenity,Black Star Burger,55.7860919,37.6640645,POINT (37.6640645 55.7860919),Москва,,,,Mo-Su 09:00-22:00,,,,,,,,,,,,,,
2468,7855020580,cafe,amenity,Stars Coffee,55.7853694,37.6653755,POINT (37.6653755 55.7853694),Москва,,,,"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00",,https://stars-coffee.ru/,,,,info@stars-coffee.ru,,,https://vk.com/starscoffee_official,,https://www.instagram.com/starscoffee_official,,,
2469,7856859192,cafe,amenity,Шоколадница,55.790917,37.5589355,POINT (37.5589355 55.790917),Москва,,,,Mo-Su 09:00-22:00,+7 926 9012224,https://shoko.ru,,,,,,,https://vk.com/shokoru,https://www.facebook.com/shoko.ru,https://www.instagram.com/shoko.ru,https://twitter.com/wwwShokoRu,,
2470,7865385286,cafe,amenity,Рафф,55.757565,37.6528167,POINT (37.6528167 55.757565),Москва,,,,Tu-Su 12:00-20:00,,,,,,,,,,,,,,
2471,7878432485,cafe,amenity,Джазмен,55.7695252,37.6304653,POINT (37.6304653 55.7695252),Москва,,,,,,,,,+7 915 3704774,,,,,,https://www.instagram.com/jazzman_coffee/,,,
2472,7878547485,cafe,amenity,Кофемаус,55.7724415,37.6063087,POINT (37.6063087 55.7724415),Москва,,,,Mo-Fr 08:00-20:00; Sa-Su 10:00-20:00,+7 929 654-57-35,,,,,,,,,,https://www.instagram.com/coffeemouse/,,,coffeemouse_moscow@mail.ru
2473,7882084873,cafe,amenity,Taco Time,55.7682707,37.6841033,POINT (37.6841033 55.7682707),Москва,,,,Mo-Su 11:00-22:00,,http://taco-time.ru/,,,,,,,,,,,,
2474,7887906585,cafe,amenity,St. Cultura,55.7106613,37.6457419,POINT (37.6457419 55.7106613),Москва,,,,,+7 999 1139090,,,,,,,,,,,,,
2475,7891064792,cafe,amenity,Gorilla by Баста,55.7616485,37.6328103,POINT (37.6328103 55.7616485),Москва,,,,"Mo-Th,Su 12:00-24:00; Fr-Sa 12:00-03:00",,https://gorillabybasta.ru/,,,+7 910 0011112,,,,,,,,,
2476,7893756752,cafe,amenity,Tine,55.7598451,37.6450825,POINT (37.6450825 55.7598451),Москва,,,,"Mo-Fr 09:00-23:00; Sa,Su 10:00-23:00",,,,,,,,,,,https://www.instagram.com/tinecoffee.msk/,,,
2477,7903427561,cafe,amenity,Кофедей,55.7715983,37.6026325,POINT (37.6026325 55.7715983),Москва,,,,,,,,,,,,,,https://www.facebook.com/kofedei,https://www.instagram.com/kofedei/,,,
2478,7908234477,cafe,amenity,Prime,55.7493096,37.5418583,POINT (37.5418583 55.7493096),Москва,,,,Fr 08:00-23:00;Mo-Th 08:00-22:00;Sa 10:00-23:00;Su 10:00-22:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2479,7908252694,cafe,amenity,Prime,55.7495731,37.5369713,POINT (37.5369713 55.7495731),Москва,,,,Mo-Fr 08:00-20:00,,https://www.prime-star.ru/,,,+7 495 6642363,911@prime-star.ru,,,https://vk.com/primestar.rumenus,https://www.facebook.com/PRIMENATURALFOOD/,https://www.instagram.com/prime_star_cafe/,,,
2480,7908828323,cafe,amenity,Кофепорт,55.8039188,37.4901145,POINT (37.4901145 55.8039188),Москва,,,,,,,,,,,,,,,,,,
2481,7912792233,cafe,amenity,Antipa,55.7477683,37.6056218,POINT (37.6056218 55.7477683),Москва,,,,"Mo-Fr 08:00-20:00; Sa,Su 09:00-20:00",,,,,,,,,,,https://www.instagram.com/antipa_cafe/,,,
2482,7912792234,cafe,amenity,Angel Cakes,55.7637024,37.5958157,POINT (37.5958157 55.7637024),Москва,,,,Mo-Su 08:30-23:00,,,,,,,,,,,https://www.instagram.com/angelcakes.patriki/,,,
2483,7913749208,cafe,amenity,Буфетрина,55.7528381,37.6675943,POINT (37.6675943 55.7528381),Москва,,,,,+7 903 1086901;+7 915 1079659,,,,,,http://www.bufetrina.ru/,,,https://www.facebook.com/bufetrina/,https://www.instagram.com/bufetrina/,,,
2484,7917335712,cafe,amenity,Shwarm,55.7436384,37.5056425,POINT (37.5056425 55.7436384),Москва,,,,Mo-Su 09:00-23:00,,http://shwarm.ru/,,,+7 495 2958562,,,,,,https://www.instagram.com/shwarm.msk/,,,
2485,7918373787,cafe,amenity,Prosvet,55.7758911,37.596755,POINT (37.596755 55.7758911),Москва,,,,8:00-23:00,,,,,,,http://instagram.com/prosvetcoffee,,,,http://instagram.com/prosvetcoffee,,,friendship@prosvet-coffee.ru
2486,7918468685,cafe,amenity,Prosvet,55.7546667,37.6255783,POINT (37.6255783 55.7546667),Москва,,,,Mo-Fr 10:00-22:00; Sa-Su 10:30-22:00,+7 925 6063659,,,,,,,,,,http://instagram.com/prosvetcoffee,,,friendship@prosvet-coffee.ru
2487,7922165716,cafe,amenity,Алёнка,55.7869405,37.659616,POINT (37.659616 55.7869405),Москва,,,,,,,,,,,,,,,,,,
2488,7925619834,cafe,amenity,Layerz Bakery,55.790685,37.589562,POINT (37.589562 55.790685),Москва,,,,,,http://layerzbakery.ru/,,,,,,,,,https://www.instagram.com/bakerylayerz/,,,
2489,7928680586,cafe,amenity,Кофепорт,55.7516773,37.6001099,POINT (37.6001099 55.7516773),Москва,,,,"Mo-Fr 08:00-19:00; Sa,Su 09:00-21:00",,https://www.coffeeport.ru,,,,,,,,,,,,
2490,7935652917,cafe,amenity,Правда Кофе,55.7365764,37.6187807,POINT (37.6187807 55.7365764),Москва,,,,,,http://pravda-coffee.ru,,,+7 800 5557862,,,,https://vk.com/pravda_coffee,https://www.facebook.com/pravdacoffee,https://www.instagram.com/pravda_coffee,,,
2491,7935652952,cafe,amenity,Даблби,55.7355828,37.6348565,POINT (37.6348565 55.7355828),Москва,,,,"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00",,https://www.double-b.ru,,,,info@double-b.ru,,,,https://www.facebook.com/DoubleBCoffeeTea,https://www.instagram.com/doublebcoffeetea,,,
2492,7935652955,cafe,amenity,Миндаль,55.7377082,37.6351744,POINT (37.6351744 55.7377082),Москва,,,,,,,,,,,,,,,https://www.instagram.com/mindal_and_coffee/,,,
2493,7939877313,cafe,amenity,Flip,55.7305991,37.6259784,POINT (37.6259784 55.7305991),Москва,,,,"Mo-Fr 08:00-23:00; Sa,Su 09:00-23:00",,,,,,,,,,,https://www.instagram.com/flip.and.co,,,
2494,7939877374,cafe,amenity,Сиеста,55.7347439,37.6192059,POINT (37.6192059 55.7347439),Москва,улица Большая Полянка,30,,"Mo-Fr 08:00-22:00; Sa,Su 10:00-22:00",,https://siesta-cafe.ru,,,,,,,,,https://www.instagram.com/siesta_cafe.ru/,,,
2495,7942443086,cafe,amenity,Хлеб Насущный,55.7096473,37.6546264,POINT (37.6546264 55.7096473),Москва,,,,Mo-Fr 08:00-17:00,,https://hlebnasushny.ru/,,,+7 495 4112533,service@hlebnasushny.ru,,,,https://www.facebook.com/hlebnasushny.ru/,https://www.instagram.com/hlebnasushny.ru/,,,
2496,7942476510,cafe,amenity,Footbe,55.7866473,37.5830563,POINT (37.5830563 55.7866473),Москва,,,,Mo-Su 09:00-21:00,,,,,+7 495 5404967,info@footbe.ru,,,https://vk.com/footbe_ru,https://facebook.com/footbe.kids,https://instagram.com/footbe.ru,,,
2497,7944662744,cafe,amenity,"Чайхона ""Райхон""",55.7036441,37.9355494,POINT (37.9355494 55.7036441),Москва,,,,,,,,,,,,,,,,,,
2498,7948859759,cafe,amenity,Совиный дом,55.7911962,37.633848,POINT (37.633848 55.7911962),Москва,,,,,,http://owldom.ru/,,,+7 985 5561775,,,,,,,,,
2499,7954901601,cafe,amenity,Папа Джонс,55.5996588,37.539221,POINT (37.539221 55.5996588),Москва,улица Паустовского,6А,,Mo-Su 11:00-23:00,+7 495 2874362,https://www.papajohns.ru,,,,,,,https://vk.com/papajohnsru,https://www.facebook.com/papajohnsru,https://www.instagram.com/papajohnsru,,,
2500,7960163265,cafe,amenity,Хинкали-Гали,55.8419974,37.3727645,POINT (37.3727645 55.8419974),Москва,,,,Mo-Su 12:00-23:00,,http://hinkaligali.ru,,,+7 926 9588978,,,,,,https://www.instagram.com/hinkali_gali/,,,
2501,7963608192,cafe,amenity,Парабола,55.7369056,37.6592459,POINT (37.6592459 55.7369056),Москва,Воронцовская улица,21 с1,,Mo-Su 11:00-02:00,+7 910 4262527,,,,+7 910 4262527,,,,,,https://www.instagram.com/parabola.cafe,,,
2502,7970684417,cafe,amenity,Милти,55.7611166,37.6237603,POINT (37.6237603 55.7611166),Москва,,,,,,http://www.mealty.ru,,,+7 495 2151311,,,,,,https://www.instagram.com/mealty.ru/,,,
2503,7981628627,cafe,amenity,Pho Ly Quoc Su,55.781794,37.6005683,POINT (37.6005683 55.781794),Москва,,,,,,,,,,,,,,,,,,
2504,7986049653,cafe,amenity,Шоколадница,55.8110215,37.8007651,POINT (37.8007651 55.8110215),Москва,,,,,,https://shoko.ru,,,,,,,https://vk.com/shokoru,https://www.facebook.com/shoko.ru,https://www.instagram.com/shoko.ru,https://twitter.com/wwwShokoRu,,
2505,7986055732,cafe,amenity,Натахтари,55.8109281,37.8002637,POINT (37.8002637 55.8109281),Москва,,,,,,,,,,,,,,,,,,
2506,7988923339,cafe,amenity,Правда Кофе,55.7864436,37.5832763,POINT (37.5832763 55.7864436),Москва,,,,,,http://pravda-coffee.ru,,,+7 800 5557862,,,,https://vk.com/pravda_coffee,https://www.facebook.com/pravdacoffee,https://www.instagram.com/pravda_coffee,,,
2507,7991281109,cafe,amenity,Viet Ngon,55.860054,37.4836806,POINT (37.4836806 55.860054),Москва,Смольная улица,24Г с1,,Mo-Su 10:00-22:00,,,,,,,,,,,,,,
2508,7995085881,cafe,amenity,Dolphin Café,55.7359135,37.5941004,POINT (37.5941004 55.7359135),Москва,,,,Mo-Su 10:00-22:00,,,,,,,,,,,https://www.instagram.com/dolphin_cdkino,,,
2509,7995085882,cafe,amenity,Kitsune,55.7684155,37.6841693,POINT (37.6841693 55.7684155),Москва,,,,Mo-Sa 11:00-22:00; Su 13:00-22:00,,,,,,,,,,,https://www.instagram.com/kitsune.moscow/,,,
2510,7997238625,cafe,amenity,Калитки,55.8563024,37.4760725,POINT (37.4760725 55.8563024),Москва,,,,"Mo-Fr 08:00-21:00; Sa,Su 09:00-21:00",,,,,,,,,,,,,,
2511,7997607227,cafe,amenity,Kulinari,55.7028367,37.5102721,POINT (37.5102721 55.7028367),Москва,Мичуринский проспект,7,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,
2512,7998195948,cafe,amenity,Дон-Пиццерон,55.8346625,37.3561107,POINT (37.3561107 55.8346625),Москва,,,,Mo-Su 11:00-23:00,,http://www.don-pizzeron.ru/,,,+7 495 2080797,,,,,,,,,
2513,8001369867,cafe,amenity,Гелати,55.7526585,37.7918181,POINT (37.7918181 55.7526585),Москва,,,,Mo-Su 10:00-22:00,,,,,,,,,,,,,,
2514,8001369879,cafe,amenity,Литали,55.7740816,37.6397113,POINT (37.6397113 55.7740816),Москва,,,,24/7,,https://cafe-litaly.ru/,,,+7 495 4898855,,,,,,,,,
2515,8001508417,cafe,amenity,Pro тесто,55.7357111,37.5841068,POINT (37.5841068 55.7357111),Москва,улица Льва Толстого,23/7/3,,,,,,,,,,,,,,,,
2516,8002265416,cafe,amenity,Vizir,55.7997128,37.6192096,POINT (37.6192096 55.7997128),Москва,,,,Mo-Su 09:00-24:00,,,,,,,,,,,,,,
2517,8003884080,cafe,amenity,Platforma934,55.7958218,37.5603584,POINT (37.5603584 55.7958218),Москва,,,,,,https://platforma934.ru,,,,,,,,,,,,
